Product or Part number	Frequency (MHz)	Nonvolatile memory (kByte)	RAM (kByte)	ADC type	Number of ADC channels	Number of GPIOs	UART	USB	Number of I2Cs	SPI	Number of comparator channels	Timers - 16-bit	Bootloader (BSL)	Special I/O	Operating temperature range (°C)	Price|Quantity (USD)	Package type	Pin count	Package area (mm^2)	Package size (L x W) (mm)	Features
MSP430FR5727	8.00	16.00	1.00	Slope	0	32	2	No	1	3	16	5	UART		-40 to 85	1.40	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5728	8.00	16.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	1.31	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5729	8.00	16.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	1.37	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5730	24.00	4.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	0.85	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5731	24.00	4.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	0.85	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5732	24.00	8.00	1.00	Slope	0	21	1	No	1	2	12	3	UART		-40 to 85	1.07	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5733	24.00	8.00	1.00	Slope	0	32	2	No	1	3	16	5	UART		-40 to 85	1.01	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5734	24.00	8.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	0.98	TSSOP	28	62.08	9.7 x 6.4	DMA,Real-time clock
MSP430FR5735	24.00	8.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	1.01	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5736	24.00	16.00	1.00	Slope	0	21	1	No	1	2	12	3	UART		-40 to 85	1.32	TSSOP,VQFN	24,28	16,62.08	4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5737	24.00	16.00	1.00	Slope	0	32	2	No	1	3	16	5	UART		-40 to 85	1.61	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5738	24.00	16.00	1.00	10-bit SAR	8	21	1	No	1	2	12	3	UART		-40 to 85	1.11	DSBGA,TSSOP,VQFN	24,28	4.84,16,62.08	2.2 x 2.2,4 x 4,9.7 x 6.4	DMA,Real-time clock
MSP430FR5739	24.00	16.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-40 to 85	1.40	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5739-EP	24.00	16.00	1.00	10-bit SAR	12	32	2	No	1	3	16	5	UART		-55 to 85	3.40	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5847	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.51	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR58471	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	I2C		-40 to 85	1.51	VQFN	40	36	6 x 6	DMA,Real-time clock
MSP430FR5848	16.00	48.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.85	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5849	16.00	64.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.91	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5857	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.51	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5858	16.00	48.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.83	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5859	16.00	64.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.91	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	DMA,Real-time clock
MSP430FR5867	16.00	32.00	1.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	1.56	VQFN	48	49	7 x 7	DMA,Real-time clock
MSP430FR58671	16.00	32.00	1.00	12-bit SAR	16	40	2	No	1	3	16	5	I2C		-40 to 85	1.56	VQFN	48	49	7 x 7	DMA,Real-time clock
MSP430FR5868	16.00	48.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	1.91	VQFN	48	49	7 x 7	DMA,Real-time clock
MSP430FR5869	16.00	64.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	2.04	VQFN	48	49	7 x 7	DMA,Real-time clock
MSP430FR5870	16.00	32.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	1.58	LQFP,VQFN	64	81,144	12 x 12,9 x 9	DMA,Real-time clock
MSP430FR5872	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	2.06	LQFP,VQFN	64	81,144	12 x 12,9 x 9	DMA,Real-time clock
MSP430FR58721	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	I2C		-40 to 85	2.06	LQFP,VQFN	64	81,144	12 x 12,9 x 9	DMA,Real-time clock
MSP430FR5887	16.00	64.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	2.72	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5888	16.00	96.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	3.13	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5889	16.00	128.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	2.74	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR58891	16.00	128.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	I2C		-40 to 85	3.30	LQFP	64	144	12 x 12	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5922	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	2.04	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,Real-time clock
MSP430FR59221	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	I2C		-40 to 85	2.04	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,Real-time clock
MSP430FR5947	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.51	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR59471	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	I2C		-40 to 85	1.51	VQFN	40	36	6 x 6	AES,DMA,Real-time clock
MSP430FR5948	16.00	48.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.85	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR5949	16.00	64.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.98	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR5957	16.00	32.00	1.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.51	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR5958	16.00	48.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.85	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR5959	16.00	64.00	2.00	12-bit SAR	14	33	2	No	1	3	16	5	UART		-40 to 85	1.98	TSSOP,VQFN	38,40	36,101.25	12.5 x 8.1,6 x 6	AES,DMA,Real-time clock
MSP430FR5962	16.00	128.00	8.00	12-bit SAR	20	68	4	No	4	8	16	6	UART		-40 to 85	2.07	LQFP,NFBGA,VQFN	48,64,80,87	36,49,144,196	12 x 12,14 x 14,6 x 6,7 x 7	AES,DMA,Real-time clock
MSP430FR5964	16.00	256.00	8.00	12-bit SAR	20	68	4	No	4	8	16	6	UART		-40 to 85	2.28	LQFP,NFBGA,VQFN	48,64,80,87	36,49,144,196	12 x 12,14 x 14,6 x 6,7 x 7	AES,DMA,Real-time clock
MSP430FR5967	16.00	32.00	1.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	1.56	VQFN	48	49	7 x 7	AES,DMA,Real-time clock
MSP430FR5968	16.00	48.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	1.91	VQFN	48	49	7 x 7	AES,DMA,Real-time clock
MSP430FR5969	16.00	64.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-40 to 85	2.16	VQFN	48	49	7 x 7	AES,DMA,Real-time clock
MSP430FR5969-SP	16.00	64.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	UART		-55 to 105	2926.40	HTQFP,VQFN	48	49,81	7 x 7,9 x 9	AES,DMA,Real-time clock
MSP430FR59691	16.00	64.00	2.00	12-bit SAR	16	40	2	No	1	3	16	5	I2C		-40 to 85	2.16	VQFN	48	49	7 x 7	AES,DMA,Real-time clock
MSP430FR5970	16.00	32.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	1.58	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,Real-time clock
MSP430FR5972	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	2.06	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,Real-time clock
MSP430FR59721	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	I2C		-40 to 85	2.06	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,Real-time clock
MSP430FR5986	16.00	48.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	2.45	LQFP	64	144	12 x 12	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5987	16.00	64.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	2.72	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5988	16.00	96.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	3.13	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5989	16.00	128.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	UART		-40 to 85	2.74	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5989-EP	16.00	128.00	2.00	12-bit SAR	12	48	2	No	2	4	16	5	UART		-55 to 95	11.48	VQFN	64	81	9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR59891	16.00	128.00	2.00	12-bit SAR	12	48	2	No	2	4	12	5	I2C		-40 to 85	3.15	LQFP,VQFN	64	81,144	12 x 12,9 x 9	Advanced sensing,DMA,Real-time clock,Scan interface
MSP430FR5992	16.00	128.00	8.00	12-bit SAR	20	68	4	No	4	8	16	6	UART		-40 to 85	2.34	LQFP,NFBGA,VQFN	48,64,80,87	36,49,144,196	12 x 12,14 x 14,6 x 6,7 x 7	DMA,Low-energy accelerator (LEA),Real-time clock
MSP430FR5994	16.00	256.00	8.00	12-bit SAR	20	68	4	No	4	8	16	6	UART		-40 to 85	3.30	LQFP,NFBGA,VQFN	48,64,80,87	36,49,144,196	12 x 12,14 x 14,6 x 6,7 x 7	DMA,Low-energy accelerator (LEA),Real-time clock
MSP430FR59941	16.00	256.00	8.00	12-bit SAR	20	68	4	No	4	8	16	6	UART		-40 to 85	3.30	LQFP,NFBGA,VQFN	48,64,80,87	36,49,144,196	12 x 12,14 x 14,6 x 6,7 x 7	DMA,Low-energy accelerator (LEA),Real-time clock
MSP430FR6005	16.00	128.00	8.00	12-bit SAR	16	81	4	No	2	4	16	6	UART	No	-40 to 85	2.50	LQFP	100	256	16 x 16	Advanced sensing,DMA,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock
MSP430FR6007	16.00	256.00	8.00	12-bit SAR	16	81	4	No	2	4	16	6	UART	No	-40 to 85	2.50	LQFP	100	256	16 x 16	Advanced sensing,DMA,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock
MSP430FR6035	16.00	128.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	UART		-40 to 85	4.55	LQFP	100	256	16 x 16	Advanced sensing,DMA,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock
MSP430FR6037	16.00	256.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	UART		-40 to 85	5.36	LQFP	100	256	16 x 16	Advanced sensing,DMA,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock
MSP430FR60371	16.00	256.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	I2C		-40 to 85	5.36	LQFP	100	256	16 x 16	Advanced sensing,DMA,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock
MSP430FR6041	16.00	32.00	12.00	12-bit SAR	8	57	4	No	2	6	12	6	UART		-40 to 85	2.50	LQFP	80	196	14 x 14	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR6043	16.00	64.00	12.00	12-bit SAR	8	57	4	No	2	6	12	6	UART		-40 to 85	2.50	LQFP	80	196	14 x 14	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR60431	16.00	64.00	12.00	12-bit SAR	8	57	4	No	2	6	12	6	I2C		-40 to 85	2.50	LQFP	80	196	14 x 14	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR6045	16.00	128.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	UART		-40 to 85	6.16	LQFP	100	256	16 x 16	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR6047	16.00	256.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	UART		-40 to 85	5.10	LQFP	100	256	16 x 16	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR60471	16.00	256.00	8.00	12-bit SAR	16	80	4	No	2	6	16	6	I2C		-40 to 85	6.97	LQFP	100	256	16 x 16	Advanced sensing,DMA,Direct drive,LCD,Low-energy accelerator (LEA),Metering test interface (MTIF),Real-time clock,Ultrasonic sensing AFE
MSP430FR6820	16.00	32.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	UART		-40 to 85	1.58	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6822	16.00	64.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	UART		-40 to 85	2.06	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR68221	16.00	64.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	I2C		-40 to 85	2.06	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6870	16.00	32.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	1.62	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6872	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	2.09	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR68721	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	I2C		-40 to 85	2.09	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6877	16.00	64.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	1.80	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR6879	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.41	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR68791	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	I2C		-40 to 85	3.21	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR6887	16.00	64.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.16	LQFP	80,100	196,256	14 x 14,16 x 16	DMA,LCD,Real-time clock,Scan interface
MSP430FR6888	16.00	96.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	3.30	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FR6889	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.76	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FR6920	16.00	32.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	UART		-40 to 85	1.58	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6922	16.00	64.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	UART		-40 to 85	2.06	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR69221	16.00	64.00	2.00	12-bit SAR	8	52	2	No	2	4	8	5	I2C		-40 to 85	2.06	LQFP,TSSOP,VQFN	56,64	81,113.4,144	12 x 12,14 x 8.1,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6927	16.00	64.00	2.00	12-bit SAR	8	52	2	No	2	4	12	5	UART		-40 to 85	1.78	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6928	16.00	96.00	2.00	12-bit SAR	8	52	2	No	2	4	12	5	UART		-40 to 85	2.72	LQFP	64	144	12 x 12	AES,Advanced sensing,DMA,LCD,Real-time clock
MSP430FR6970	16.00	32.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	1.62	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6972	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	UART		-40 to 85	1.88	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR69721	16.00	64.00	2.00	12-bit SAR	8	51	2	No	2	4	8	5	I2C		-40 to 85	2.09	LQFP,VQFN	64	81,144	12 x 12,9 x 9	AES,DMA,LCD,Real-time clock
MSP430FR6977	16.00	64.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.16	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR6979	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.41	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR69791	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	I2C		-40 to 85	2.41	LQFP	80,100	196,256	14 x 14,16 x 16	AES,DMA,LCD,Real-time clock
MSP430FR6987	16.00	64.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.74	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FR6988	16.00	96.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	2.74	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FR6989	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	UART		-40 to 85	3.54	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FR69891	16.00	128.00	2.00	12-bit SAR	16	83	2	No	2	4	16	5	I2C		-40 to 85	3.61	LQFP	80,100	196,256	14 x 14,16 x 16	Advanced sensing,DMA,LCD,Real-time clock,Scan interface
MSP430FW423	8.00	8.00	0.13	Slope	0	48	0	No	0	0	2	2	UART		-40 to 85	2.62	LQFP	64	144	12 x 12	Advanced sensing,LCD,Scan interface
MSP430FW425	8.00	16.00	0.50	Slope	0	48	0	No	0	0	2	2	UART		-40 to 85	3.28	LQFP	64	144	12 x 12	Advanced sensing,LCD,Scan interface
MSP430FW427	8.00	32.00	1.00	Slope	0	48	0	No	0	0	2	2	UART		-40 to 85	3.74	LQFP	64	144	12 x 12	Advanced sensing,LCD,Scan interface
MSP430FW428	8.00	48.00	2.00	Slope	0	48	0	No	0	0	2	2	UART		-40 to 85	2.90	LQFP	64	144	12 x 12	Advanced sensing,LCD,Scan interface
MSP430FW429	8.00	60.00	2.00	Slope	0	48	0	No	0	0	2	2	UART		-40 to 85	3.89	LQFP	64	144	12 x 12	Advanced sensing,LCD,Scan interface
MSP430G2001	16.00	0.50	0.13		0	10	0	No	0	0	0	1	None		-40 to 85	0.38	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2101	16.00	1.00	0.13		0	10	0	No	0	0	0	1	None		-40 to 85	0.44	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2102	16.00	1.00	0.13		0	16	0	No	1	1	0	1	None		-40 to 85	0.46	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2111	16.00	1.00	0.13	Slope	0	10	0	No	0	0	8	1	None		-40 to 85	0.44	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2112	16.00	1.00	0.13	Slope	0	16	0	No	1	1	8	1	None		-40 to 85	0.50	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2121	16.00	1.00	0.13		0	10	0	No	1	1	0	1	None		-40 to 85	0.40	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2131	16.00	1.00	0.13	10-bit SAR	8	10	0	No	1	1	0	1	None		-40 to 85	0.45	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2132	16.00	1.00	0.13	10-bit SAR	8	16	0	No	1	1	0	1	None		-40 to 85	0.44	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2152	16.00	1.00	0.13	10-bit SAR	8	16	0	No	1	1	8	1	None		-40 to 85	0.44	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2153	16.00	1.00	0.25	10-bit SAR	8	24	1	No	1	1	8	2	UART		-40 to 85	0.49	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2201	16.00	2.00	0.13		0	10	0	No	0	0	0	1	None		-40 to 85	0.52	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2201-Q1	16.00	128.00	2.00		0		0	No	0	1	0	1			-40 to 85	0.61	VQFN	16	16	4 x 4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2202	16.00	2.00	0.25		0	16	0	No	1	1	0	1	None		-40 to 85	0.47	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2203	16.00	2.00	0.25		0	24	1	No	1	2	0	2	UART		-40 to 85	0.53	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2210	16.00	2.00	0.13	Slope	0	4	0	No	0	0	4	1	None		-40 to 85	0.39	SOIC	8	29.4	4.9 x 6	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2211	16.00	2.00	0.13	Slope	0	10	0	No	0	0	8	1	None		-40 to 85	0.47	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2212	16.00	2.00	0.25	Slope	0	16	0	No	1	1	8	1	None		-40 to 85	0.47	PDIP,TSSOP,VQFN	14,16,20	16,32,41.6,228.702	24.33 x 9.4,4 x 4,5 x 6.4,6.5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2213	16.00	2.00	0.25	Slope	0	24	1	No	1	1	8	2	UART		-40 to 85	0.49	PDIP,TSSOP,VQFN	20,28,32	25,41.6,62.08,228.702	24.33 x 9.4,5 x 5,6.5 x 6.4,9.7 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
MSP430G2221	16.00	2.00	0.13		0	10	0	No	1	1	0	1	None		-40 to 85	0.42	PDIP,TSSOP,VQFN	14,16	16,32,181.42	19.3 x 9.4,4 x 4,5 x 6.4	Real-time clock,Spy-bi-wire,Watchdog timer
